,Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Month,Age Group
713,714,2023-02-12,CUST714,0,18,1,1,500,500,2,
714,715,2023-11-26,CUST715,0,42,2,4,25,100,11,"(35, 45]"
715,716,2023-08-08,CUST716,0,60,1,4,300,1200,8,"(45, 65]"
716,717,2023-03-11,CUST717,1,57,1,1,500,500,3,"(45, 65]"
717,718,2023-08-25,CUST718,0,59,2,3,25,75,8,"(45, 65]"
718,719,2023-04-04,CUST719,0,42,1,2,30,60,4,"(35, 45]"
719,720,2023-01-26,CUST720,0,56,2,3,500,1500,1,"(45, 65]"
720,721,2023-05-14,CUST721,0,52,1,1,500,500,5,"(45, 65]"
721,722,2023-07-14,CUST722,1,20,2,3,300,900,7,"(18, 25]"
722,723,2023-06-17,CUST723,0,54,2,4,50,200,6,"(45, 65]"
723,724,2023-04-19,CUST724,1,61,1,3,50,150,4,"(45, 65]"
724,725,2023-08-21,CUST725,1,61,0,1,300,300,8,"(45, 65]"
725,726,2023-06-17,CUST726,1,47,1,4,300,1200,6,"(45, 65]"
726,727,2023-06-22,CUST727,1,55,2,3,300,900,6,"(45, 65]"
727,728,2023-07-14,CUST728,1,51,0,3,50,150,7,"(45, 65]"
728,729,2023-05-23,CUST729,1,29,1,4,300,1200,5,"(25, 35]"
729,730,2023-08-04,CUST730,0,36,1,2,25,50,8,"(35, 45]"
730,731,2023-05-10,CUST731,1,54,1,4,500,2000,5,"(45, 65]"
731,732,2023-02-11,CUST732,1,61,0,2,500,1000,2,"(45, 65]"
732,733,2023-08-29,CUST733,1,34,2,1,30,30,8,"(25, 35]"
733,734,2023-01-10,CUST734,0,27,1,1,30,30,1,"(25, 35]"
734,735,2023-10-04,CUST735,0,64,1,4,500,2000,10,"(45, 65]"
735,736,2023-01-27,CUST736,1,29,1,4,25,100,1,"(25, 35]"
736,737,2023-06-29,CUST737,0,33,1,1,50,50,6,"(25, 35]"
737,738,2023-04-25,CUST738,1,41,1,2,50,100,4,"(35, 45]"
738,739,2023-11-29,CUST739,1,36,2,1,25,25,11,"(35, 45]"
739,740,2023-02-05,CUST740,0,25,2,4,50,200,2,"(18, 25]"
740,741,2023-11-30,CUST741,1,48,1,1,300,300,11,"(45, 65]"
741,742,2023-01-21,CUST742,0,38,0,4,500,2000,1,"(35, 45]"
742,743,2023-01-16,CUST743,0,34,2,4,500,2000,1,"(25, 35]"
743,744,2023-05-07,CUST744,1,40,0,1,25,25,5,"(35, 45]"
744,745,2023-04-13,CUST745,1,54,2,2,50,100,4,"(45, 65]"
745,746,2023-01-11,CUST746,0,33,1,3,30,90,1,"(25, 35]"
746,747,2023-11-15,CUST747,1,23,2,1,30,30,11,"(18, 25]"
747,748,2023-03-20,CUST748,1,25,1,3,50,150,3,"(18, 25]"
748,749,2023-05-03,CUST749,1,42,2,1,30,30,5,"(35, 45]"
749,750,2023-03-06,CUST750,0,35,1,3,25,75,3,"(25, 35]"
750,751,2023-08-31,CUST751,0,42,1,2,25,50,8,"(35, 45]"
751,752,2023-12-09,CUST752,1,29,1,2,50,100,12,"(25, 35]"
752,753,2023-02-28,CUST753,0,32,1,1,30,30,2,"(25, 35]"
753,754,2023-10-16,CUST754,0,43,0,4,25,100,10,"(35, 45]"
754,755,2023-04-22,CUST755,0,58,1,3,25,75,4,"(45, 65]"
755,756,2023-08-27,CUST756,0,62,0,4,300,1200,8,"(45, 65]"
756,757,2023-12-25,CUST757,0,43,0,4,300,1200,12,"(35, 45]"
757,758,2023-05-12,CUST758,1,64,1,4,25,100,5,"(45, 65]"
758,759,2023-07-08,CUST759,1,49,0,2,50,100,7,"(45, 65]"
759,760,2023-03-27,CUST760,1,27,2,1,500,500,3,"(25, 35]"
760,761,2023-11-07,CUST761,0,33,1,1,500,500,11,"(25, 35]"
761,762,2023-11-07,CUST762,0,24,0,2,25,50,11,"(18, 25]"
762,763,2023-02-28,CUST763,1,34,1,2,25,50,2,"(25, 35]"
763,764,2023-03-25,CUST764,0,40,1,1,25,25,3,"(35, 45]"
764,765,2023-06-09,CUST765,1,43,1,4,50,200,6,"(35, 45]"
765,766,2023-02-25,CUST766,1,38,0,3,300,900,2,"(35, 45]"
766,767,2023-10-24,CUST767,1,39,2,3,25,75,10,"(35, 45]"
767,768,2023-01-14,CUST768,0,24,2,3,25,75,1,"(18, 25]"
768,769,2023-06-09,CUST769,0,31,0,4,30,120,6,"(25, 35]"
769,770,2023-10-22,CUST770,1,32,1,1,50,50,10,"(25, 35]"
770,771,2023-12-13,CUST771,1,24,0,2,25,50,12,"(18, 25]"
771,772,2023-07-12,CUST772,1,26,0,1,30,30,7,"(25, 35]"
772,773,2023-07-23,CUST773,1,25,0,4,500,2000,7,"(18, 25]"
773,774,2023-04-12,CUST774,0,40,1,2,25,50,4,"(35, 45]"
774,775,2023-02-08,CUST775,0,46,0,4,25,100,2,"(45, 65]"
775,776,2023-10-31,CUST776,1,35,1,3,30,90,10,"(25, 35]"
776,777,2023-12-20,CUST777,1,48,0,3,50,150,12,"(45, 65]"
777,778,2023-11-18,CUST778,0,47,2,4,25,100,11,"(45, 65]"
778,779,2023-05-05,CUST779,0,56,0,2,500,1000,5,"(45, 65]"
779,780,2023-02-22,CUST780,1,52,0,2,25,50,2,"(45, 65]"
780,781,2023-12-23,CUST781,1,35,2,1,500,500,12,"(25, 35]"
781,782,2023-06-04,CUST782,1,59,1,3,300,900,6,"(45, 65]"
782,783,2023-12-17,CUST783,0,56,1,1,300,300,12,"(45, 65]"
783,784,2023-11-04,CUST784,0,34,0,1,500,500,11,"(25, 35]"
784,785,2023-03-03,CUST785,0,31,2,4,50,200,3,"(25, 35]"
785,786,2023-10-17,CUST786,1,48,1,4,25,100,10,"(45, 65]"
786,787,2023-01-22,CUST787,1,41,0,1,25,25,1,"(35, 45]"
787,788,2023-06-27,CUST788,0,52,2,3,300,900,6,"(45, 65]"
788,789,2023-09-30,CUST789,0,61,1,4,500,2000,9,"(45, 65]"
789,790,2023-08-08,CUST790,1,62,1,1,25,25,8,"(45, 65]"
790,791,2023-12-05,CUST791,0,51,2,1,25,25,12,"(45, 65]"
791,792,2023-07-09,CUST792,0,20,2,1,50,50,7,"(18, 25]"
792,793,2023-02-05,CUST793,1,54,2,1,30,30,2,"(45, 65]"
793,794,2023-09-17,CUST794,0,60,2,1,300,300,9,"(45, 65]"
794,795,2023-11-28,CUST795,1,57,0,1,300,300,11,"(45, 65]"
795,796,2023-06-24,CUST796,1,43,2,4,30,120,6,"(35, 45]"
796,797,2023-01-07,CUST797,1,40,1,3,25,75,1,"(35, 45]"
797,798,2023-08-04,CUST798,1,61,1,1,50,50,8,"(45, 65]"
798,799,2023-09-08,CUST799,1,56,0,2,50,100,9,"(45, 65]"
799,800,2023-02-24,CUST800,1,32,1,4,300,1200,2,"(25, 35]"
800,801,2023-08-10,CUST801,1,21,1,4,50,200,8,"(18, 25]"
801,802,2023-07-05,CUST802,0,46,2,1,30,30,7,"(45, 65]"
802,803,2023-11-22,CUST803,1,39,1,4,25,100,11,"(35, 45]"
803,804,2023-08-24,CUST804,1,42,0,1,30,30,8,"(35, 45]"
804,805,2023-12-29,CUST805,0,30,2,3,500,1500,12,"(25, 35]"
805,806,2023-03-20,CUST806,0,35,2,3,300,900,3,"(25, 35]"
806,807,2023-08-11,CUST807,0,50,0,4,50,200,8,"(45, 65]"
807,808,2023-04-01,CUST808,1,33,2,4,500,2000,4,"(25, 35]"
808,809,2023-09-25,CUST809,0,62,2,2,50,100,9,"(45, 65]"
809,810,2023-11-30,CUST810,1,59,0,4,25,100,11,"(45, 65]"
810,811,2023-05-19,CUST811,1,61,2,2,25,50,5,"(45, 65]"
811,812,2023-11-12,CUST812,1,19,0,3,25,75,11,"(18, 25]"
812,813,2023-10-03,CUST813,1,52,0,3,50,150,10,"(45, 65]"
813,814,2023-09-05,CUST814,0,59,1,1,500,500,9,"(45, 65]"
814,815,2023-08-27,CUST815,0,51,1,3,25,75,8,"(45, 65]"
815,816,2023-08-12,CUST816,1,47,2,2,500,1000,8,"(45, 65]"
816,817,2023-10-31,CUST817,1,30,2,4,50,200,10,"(25, 35]"
817,818,2023-05-18,CUST818,1,30,0,1,500,500,5,"(25, 35]"
818,819,2023-06-15,CUST819,0,35,2,2,50,100,6,"(25, 35]"
819,820,2023-05-06,CUST820,1,49,0,4,50,200,5,"(45, 65]"
820,821,2023-02-14,CUST821,1,49,0,1,300,300,2,"(45, 65]"
821,822,2023-05-23,CUST822,0,52,2,3,50,150,5,"(45, 65]"
822,823,2023-08-19,CUST823,0,56,0,2,50,100,8,"(45, 65]"
823,824,2023-05-05,CUST824,1,63,1,4,30,120,5,"(45, 65]"
824,825,2023-08-26,CUST825,0,46,2,1,25,25,8,"(45, 65]"
825,826,2023-10-19,CUST826,0,46,1,1,300,300,10,"(45, 65]"
826,827,2023-11-09,CUST827,1,61,2,3,300,900,11,"(45, 65]"
827,828,2023-12-09,CUST828,0,33,0,4,300,1200,12,"(25, 35]"
828,829,2023-07-14,CUST829,1,61,2,3,30,90,7,"(45, 65]"
829,830,2023-06-22,CUST830,0,64,1,3,50,150,6,"(45, 65]"
830,831,2023-01-15,CUST831,1,27,0,4,25,100,1,"(25, 35]"
831,832,2023-09-11,CUST832,1,47,2,4,500,2000,9,"(45, 65]"
832,833,2023-06-16,CUST833,1,42,2,4,50,200,6,"(35, 45]"
833,834,2023-04-04,CUST834,0,56,2,2,30,60,4,"(45, 65]"
834,835,2023-09-07,CUST835,1,37,1,4,50,200,9,"(35, 45]"
835,836,2023-04-19,CUST836,0,22,1,1,50,50,4,"(18, 25]"
836,837,2023-07-01,CUST837,1,18,2,3,30,90,7,
837,838,2023-05-13,CUST838,1,47,0,2,300,600,5,"(45, 65]"
838,839,2023-06-24,CUST839,0,20,0,4,300,1200,6,"(18, 25]"
839,840,2023-05-24,CUST840,1,62,1,2,25,50,5,"(45, 65]"
840,841,2023-11-02,CUST841,1,31,0,4,25,100,11,"(25, 35]"
841,842,2023-12-26,CUST842,0,47,1,2,300,600,12,"(45, 65]"
842,843,2023-05-22,CUST843,1,21,2,3,500,1500,5,"(18, 25]"
843,844,2023-10-12,CUST844,1,35,1,3,50,150,10,"(25, 35]"
844,845,2023-01-06,CUST845,1,54,1,1,500,500,1,"(45, 65]"
845,846,2023-09-22,CUST846,1,42,2,1,50,50,9,"(35, 45]"
846,847,2023-04-08,CUST847,0,18,0,4,300,1200,4,
847,848,2023-02-13,CUST848,0,63,1,3,25,75,2,"(45, 65]"
848,849,2023-05-04,CUST849,1,32,1,2,25,50,5,"(25, 35]"
849,850,2023-07-28,CUST850,0,26,2,2,500,1000,7,"(25, 35]"
850,851,2023-09-08,CUST851,1,32,0,2,25,50,9,"(25, 35]"
851,852,2023-10-12,CUST852,0,41,1,1,300,300,10,"(35, 45]"
852,853,2023-05-04,CUST853,1,21,2,2,500,1000,5,"(18, 25]"
853,854,2023-12-20,CUST854,1,29,1,1,50,50,12,"(25, 35]"
854,855,2023-09-01,CUST855,1,54,2,1,25,25,9,"(45, 65]"
855,856,2023-11-27,CUST856,1,54,0,4,30,120,11,"(45, 65]"
856,857,2023-12-31,CUST857,1,60,0,2,25,50,12,"(45, 65]"
857,858,2023-09-09,CUST858,1,23,0,2,50,100,9,"(18, 25]"
858,859,2023-08-18,CUST859,0,56,0,3,500,1500,8,"(45, 65]"
859,860,2023-01-09,CUST860,1,63,1,4,50,200,1,"(45, 65]"
860,861,2023-02-17,CUST861,0,41,1,3,30,90,2,"(35, 45]"
861,862,2023-05-31,CUST862,1,28,0,4,300,1200,5,"(25, 35]"
862,863,2023-04-24,CUST863,0,30,0,2,25,50,4,"(25, 35]"
863,864,2023-07-27,CUST864,0,51,0,1,500,500,7,"(45, 65]"
864,865,2023-12-21,CUST865,0,42,1,1,300,300,12,"(35, 45]"
865,866,2023-05-05,CUST866,1,24,0,1,50,50,5,"(18, 25]"
866,867,2023-06-06,CUST867,1,21,0,1,500,500,6,"(18, 25]"
867,868,2023-12-06,CUST868,0,25,0,1,300,300,12,"(18, 25]"
868,869,2023-10-25,CUST869,1,37,2,3,500,1500,10,"(35, 45]"
869,870,2023-07-08,CUST870,0,46,0,4,30,120,7,"(45, 65]"
870,871,2023-08-31,CUST871,1,62,2,2,30,60,8,"(45, 65]"
871,872,2023-10-11,CUST872,0,63,2,3,25,75,10,"(45, 65]"
872,873,2023-09-29,CUST873,0,27,0,4,25,100,9,"(25, 35]"
873,874,2023-06-26,CUST874,1,60,2,1,30,30,6,"(45, 65]"
874,875,2023-08-06,CUST875,0,51,0,4,500,2000,8,"(45, 65]"
875,876,2023-10-09,CUST876,1,43,1,4,30,120,10,"(35, 45]"
876,877,2023-06-19,CUST877,0,58,1,1,25,25,6,"(45, 65]"
877,878,2023-06-30,CUST878,0,20,1,1,30,30,6,"(18, 25]"
878,879,2023-12-26,CUST879,1,23,1,1,30,30,12,"(18, 25]"
879,880,2023-08-21,CUST880,1,22,2,2,500,1000,8,"(18, 25]"
880,881,2023-05-19,CUST881,1,22,0,1,300,300,5,"(18, 25]"
881,882,2023-06-06,CUST882,0,64,0,2,25,50,6,"(45, 65]"
882,883,2023-05-09,CUST883,1,40,0,1,500,500,5,"(35, 45]"
883,884,2023-04-29,CUST884,0,26,1,2,30,60,4,"(25, 35]"
884,885,2023-03-03,CUST885,0,52,1,4,30,120,3,"(45, 65]"
885,886,2023-04-09,CUST886,1,37,0,3,300,900,4,"(35, 45]"
886,887,2023-06-11,CUST887,1,59,1,4,25,100,6,"(45, 65]"
887,888,2023-03-03,CUST888,0,52,0,4,25,100,3,"(45, 65]"
888,889,2023-10-02,CUST889,0,35,0,1,50,50,10,"(25, 35]"
889,890,2023-12-20,CUST890,1,34,0,2,25,50,12,"(25, 35]"
890,891,2023-04-05,CUST891,1,41,0,3,300,900,4,"(35, 45]"
891,892,2023-04-09,CUST892,1,20,0,1,50,50,4,"(18, 25]"
892,893,2023-04-21,CUST893,1,49,0,1,50,50,4,"(45, 65]"
893,894,2023-09-05,CUST894,1,52,0,1,30,30,9,"(45, 65]"
894,895,2023-05-22,CUST895,0,55,1,4,30,120,5,"(45, 65]"
895,896,2023-10-29,CUST896,0,30,0,2,25,50,10,"(25, 35]"
896,897,2023-09-26,CUST897,0,64,0,2,50,100,9,"(45, 65]"
897,898,2023-11-02,CUST898,0,42,1,3,30,90,11,"(35, 45]"
898,899,2023-05-25,CUST899,1,26,1,2,300,600,5,"(25, 35]"
899,900,2023-02-21,CUST900,1,21,1,2,30,60,2,"(18, 25]"
900,901,2023-04-10,CUST901,1,31,0,1,30,30,4,"(25, 35]"
901,902,2023-06-01,CUST902,0,54,2,1,50,50,6,"(45, 65]"
902,903,2023-04-27,CUST903,0,51,2,4,50,200,4,"(45, 65]"
903,904,2023-07-04,CUST904,1,28,1,1,500,500,7,"(25, 35]"
904,905,2023-04-02,CUST905,1,58,2,1,300,300,4,"(45, 65]"
905,906,2023-06-04,CUST906,0,20,1,1,50,50,6,"(18, 25]"
906,907,2023-01-08,CUST907,0,45,0,1,25,25,1,"(35, 45]"
907,908,2023-12-29,CUST908,1,46,2,4,300,1200,12,"(45, 65]"
908,909,2023-10-01,CUST909,1,26,0,1,300,300,10,"(25, 35]"
909,910,2023-03-06,CUST910,0,20,2,3,50,150,3,"(18, 25]"
910,911,2023-05-21,CUST911,1,42,0,3,300,900,5,"(35, 45]"
911,912,2023-01-24,CUST912,1,51,2,3,50,150,1,"(45, 65]"
912,913,2023-01-28,CUST913,1,29,0,3,30,90,1,"(25, 35]"
913,914,2023-10-11,CUST914,0,59,0,1,500,500,10,"(45, 65]"
914,915,2023-05-30,CUST915,0,26,2,3,30,90,5,"(25, 35]"
915,916,2023-12-24,CUST916,0,32,0,1,50,50,12,"(25, 35]"
916,917,2023-03-06,CUST917,0,57,0,4,50,200,3,"(45, 65]"
917,918,2023-11-23,CUST918,0,42,0,3,30,90,11,"(35, 45]"
918,919,2023-09-09,CUST919,0,22,2,2,25,50,9,"(18, 25]"
919,920,2023-02-22,CUST920,0,28,2,3,25,75,2,"(25, 35]"
920,921,2023-01-07,CUST921,1,51,0,3,25,75,1,"(45, 65]"
921,922,2023-10-21,CUST922,1,41,0,1,50,50,10,"(35, 45]"
922,923,2023-05-26,CUST923,1,32,2,3,300,900,5,"(25, 35]"
923,924,2023-08-29,CUST924,1,55,2,2,50,100,8,"(45, 65]"
924,925,2023-09-03,CUST925,1,25,0,1,300,300,9,"(18, 25]"
925,926,2023-08-14,CUST926,1,22,0,1,30,30,8,"(18, 25]"
926,927,2023-06-24,CUST927,1,43,0,4,500,2000,6,"(35, 45]"
927,928,2023-04-05,CUST928,0,35,1,4,300,1200,4,"(25, 35]"
928,929,2023-01-27,CUST929,0,23,2,3,25,75,1,"(18, 25]"
929,930,2023-05-10,CUST930,1,54,1,4,50,200,5,"(45, 65]"
930,931,2023-09-02,CUST931,1,30,2,4,30,120,9,"(25, 35]"
931,932,2023-02-28,CUST932,0,45,2,4,25,100,2,"(35, 45]"
932,933,2023-02-03,CUST933,1,22,2,1,30,30,2,"(18, 25]"
933,934,2023-07-25,CUST934,1,30,2,1,500,500,7,"(25, 35]"
934,935,2023-09-09,CUST935,0,34,2,1,50,50,9,"(25, 35]"
935,936,2023-02-07,CUST936,1,57,2,4,50,200,2,"(45, 65]"
936,937,2023-10-23,CUST937,0,62,2,1,500,500,10,"(45, 65]"
937,938,2023-11-19,CUST938,1,49,1,4,50,200,11,"(45, 65]"
938,939,2023-12-18,CUST939,0,46,0,1,300,300,12,"(45, 65]"
939,940,2023-01-28,CUST940,0,20,0,1,30,30,1,"(18, 25]"
940,941,2023-03-19,CUST941,0,57,1,2,25,50,3,"(45, 65]"
941,942,2023-03-18,CUST942,1,51,1,3,500,1500,3,"(45, 65]"
942,943,2023-10-16,CUST943,0,57,1,4,300,1200,10,"(45, 65]"
943,944,2023-06-05,CUST944,1,44,1,2,25,50,6,"(35, 45]"
944,945,2023-02-13,CUST945,1,30,2,1,25,25,2,"(25, 35]"
945,946,2023-05-08,CUST946,1,62,0,4,500,2000,5,"(45, 65]"
946,947,2023-03-02,CUST947,1,50,2,1,300,300,3,"(45, 65]"
947,948,2023-10-13,CUST948,0,23,0,3,25,75,10,"(18, 25]"
948,949,2023-08-02,CUST949,0,41,0,2,25,50,8,"(35, 45]"
949,950,2023-11-07,CUST950,1,36,1,3,300,900,11,"(35, 45]"
950,951,2023-11-02,CUST951,1,33,2,2,50,100,11,"(25, 35]"
951,952,2023-11-13,CUST952,0,57,1,1,25,25,11,"(45, 65]"
952,953,2023-04-26,CUST953,1,45,2,3,30,90,4,"(35, 45]"
953,954,2023-09-25,CUST954,0,50,0,3,300,900,9,"(45, 65]"
954,955,2023-07-14,CUST955,1,58,1,1,25,25,7,"(45, 65]"
955,956,2023-08-19,CUST956,1,30,1,3,500,1500,8,"(25, 35]"
956,957,2023-08-15,CUST957,0,60,0,4,30,120,8,"(45, 65]"
957,958,2023-06-02,CUST958,1,62,0,2,25,50,6,"(45, 65]"
958,959,2023-10-29,CUST959,0,42,0,2,30,60,10,"(35, 45]"
959,960,2023-08-08,CUST960,1,59,1,2,30,60,8,"(45, 65]"
960,961,2023-06-06,CUST961,1,53,2,4,50,200,6,"(45, 65]"
961,962,2023-10-19,CUST962,1,44,1,2,30,60,10,"(35, 45]"
962,963,2023-11-14,CUST963,0,55,2,1,50,50,11,"(45, 65]"
963,964,2023-01-31,CUST964,1,24,1,3,300,900,1,"(18, 25]"
964,965,2023-11-09,CUST965,1,22,1,4,50,200,11,"(18, 25]"
965,966,2023-02-20,CUST966,1,60,0,2,500,1000,2,"(45, 65]"
966,967,2023-04-17,CUST967,1,62,2,1,25,25,4,"(45, 65]"
967,968,2023-11-17,CUST968,0,48,1,3,300,900,11,"(45, 65]"
968,969,2023-04-19,CUST969,0,40,1,3,300,900,4,"(35, 45]"
969,970,2023-05-16,CUST970,1,59,0,4,500,2000,5,"(45, 65]"
970,971,2023-12-05,CUST971,0,27,0,4,50,200,12,"(25, 35]"
971,972,2023-02-11,CUST972,1,49,2,4,25,100,2,"(45, 65]"
972,973,2023-03-22,CUST973,1,60,1,1,50,50,3,"(45, 65]"
973,974,2023-05-03,CUST974,1,47,2,1,30,30,5,"(45, 65]"
974,975,2023-03-30,CUST975,0,56,1,4,50,200,3,"(45, 65]"
975,976,2023-10-10,CUST976,0,48,2,2,300,600,10,"(45, 65]"
976,977,2023-02-08,CUST977,0,35,0,3,25,75,2,"(25, 35]"
977,978,2023-03-22,CUST978,0,53,1,3,50,150,3,"(45, 65]"
978,979,2023-01-02,CUST979,0,19,2,1,25,25,1,"(18, 25]"
979,980,2023-07-29,CUST980,0,31,0,3,25,75,7,"(25, 35]"
980,981,2023-08-19,CUST981,0,30,0,2,30,60,8,"(25, 35]"
981,982,2023-12-19,CUST982,0,46,2,3,30,90,12,"(45, 65]"
982,983,2023-11-01,CUST983,0,29,1,1,300,300,11,"(25, 35]"
983,984,2023-08-29,CUST984,1,56,1,1,500,500,8,"(45, 65]"
984,985,2023-05-30,CUST985,0,19,0,2,25,50,5,"(18, 25]"
985,986,2023-01-17,CUST986,0,49,1,2,500,1000,1,"(45, 65]"
986,987,2023-04-29,CUST987,0,30,1,3,300,900,4,"(25, 35]"
987,988,2023-05-28,CUST988,0,63,1,3,25,75,5,"(45, 65]"
988,989,2023-12-28,CUST989,0,44,0,1,25,25,12,"(35, 45]"
989,990,2023-05-25,CUST990,0,58,2,2,500,1000,5,"(45, 65]"
990,991,2023-12-26,CUST991,0,34,1,2,50,100,12,"(25, 35]"
991,992,2023-08-21,CUST992,0,57,0,2,30,60,8,"(45, 65]"
992,993,2023-02-06,CUST993,0,48,0,3,50,150,2,"(45, 65]"
993,994,2023-12-18,CUST994,0,51,2,2,500,1000,12,"(45, 65]"
994,995,2023-04-30,CUST995,0,41,1,1,30,30,4,"(35, 45]"
995,996,2023-05-16,CUST996,1,62,1,1,50,50,5,"(45, 65]"
996,997,2023-11-17,CUST997,1,52,2,3,30,90,11,"(45, 65]"
997,998,2023-10-29,CUST998,0,23,2,4,25,100,10,"(18, 25]"
998,999,2023-12-05,CUST999,0,36,0,3,50,150,12,"(35, 45]"
999,1000,2023-04-12,CUST1000,1,47,0,4,30,120,4,"(45, 65]"
